date,media_source,campaign_id,campaign_name,country,impressions,clicks,installs,cost,ad_revenue,iap_revenue,total_revenue,net_profit,roas_percent,cpi,arpu,ctr_percent
2026-07-19,googleadwords_int,180761354,mock_campaign_07fb7039,EC,16,2,2,0.03,0.08,0.0,0.08,0.05,263.68,0.01,0.04,12.5
2026-07-19,googleadwords_int,654635500,mock_campaign_67ff1f36,VN,36,1,0,0.03,0.0,0.0,0.0,-0.03,0.0,,,2.78
2026-07-19,googleadwords_int,792104306,mock_campaign_6fcee95d,AW,16,1,1,0.03,0.01,0.0,0.01,-0.02,26.74,0.03,0.01,6.25
2026-07-19,googleadwords_int,369804654,mock_campaign_92e554bf,O1,152,2,0,0.03,0.0,0.0,0.0,-0.03,0.0,,,1.32
2026-07-19,googleadwords_int,660741874,mock_campaign_7e7497dd,SG,7,2,1,0.03,0.22,0.0,0.22,0.19,814.42,0.03,0.22,28.57
2026-07-19,googleadwords_int,788967442,mock_campaign_475f8981,FI,31,2,0,0.02,0.0,0.0,0.0,-0.02,0.0,,,6.45
2026-07-19,googleadwords_int,525989111,mock_campaign_c82cc8f4,ZW,48,2,3,0.02,0.0,0.0,0.0,-0.02,20.98,0.01,0.0,4.17
2026-07-19,googleadwords_int,525989111,mock_campaign_c82cc8f4,TR,125,4,1,0.02,0.0,0.0,0.0,-0.02,0.0,0.02,0.0,3.2
2026-07-19,googleadwords_int,611748075,mock_campaign_628993e1,SE,30,1,0,0.02,0.0,0.0,0.0,-0.02,0.0,,,3.33
2026-07-19,googleadwords_int,792104306,mock_campaign_6fcee95d,SI,9,1,0,0.02,0.0,0.0,0.0,-0.02,0.0,,,11.11
2026-07-19,googleadwords_int,654635500,mock_campaign_67ff1f36,TT,122,2,1,0.02,0.01,0.0,0.01,-0.01,46.74,0.02,0.01,1.64
2026-07-19,googleadwords_int,974591165,mock_campaign_674dbd59,PY,2,2,2,0.02,0.04,0.0,0.04,0.02,175.56,0.01,0.02,100.0
2026-07-19,googleadwords_int,654635500,mock_campaign_67ff1f36,GT,27,1,1,0.02,0.02,0.0,0.02,0.0,103.71,0.02,0.02,3.7
2026-07-19,googleadwords_int,571438578,mock_campaign_756e1c81,IN,38,1,1,0.01,0.02,0.0,0.02,0.01,214.15,0.01,0.02,2.63
2026-07-19,googleadwords_int,660741874,mock_campaign_7e7497dd,O1,38,1,0,0.01,0.0,0.0,0.0,-0.01,0.0,,,2.63
2026-07-19,googleadwords_int,972671114,mock_campaign_9911559c,PL,24,2,0,0.01,0.0,0.0,0.0,-0.01,0.0,,,8.33
2026-07-19,googleadwords_int,974591165,mock_campaign_674dbd59,MZ,24,2,1,0.01,0.01,0.0,0.01,0.0,112.38,0.01,0.01,8.33
2026-07-19,googleadwords_int,161332031,mock_campaign_12520749,MA,15,2,1,0.01,0.01,0.0,0.01,0.0,64.99,0.01,0.01,13.33
2026-07-19,googleadwords_int,280939212,mock_campaign_45884f7b,SE,31,0,0,0.01,0.0,0.0,0.0,-0.01,0.0,,,0.0
2026-07-19,googleadwords_int,258346999,mock_campaign_8ba2a925,BS,12,1,0,0.01,0.0,0.0,0.0,-0.01,0.0,,,8.33
2026-07-19,googleadwords_int,974591165,mock_campaign_674dbd59,GM,38,1,1,0.01,0.0,0.0,0.0,-0.01,0.0,0.01,0.0,2.63
2026-07-19,googleadwords_int,161694703,mock_campaign_2c0c0430,IT,6,1,0,0.01,0.0,0.0,0.0,-0.01,0.0,,,16.67
2026-07-19,googleadwords_int,974591165,mock_campaign_674dbd59,JO,56,2,1,0.01,0.01,0.0,0.01,0.0,119.94,0.01,0.01,3.57
2026-07-19,googleadwords_int,180761354,mock_campaign_07fb7039,CF,1,1,0,0.01,0.0,0.0,0.0,-0.01,0.0,,,100.0
2026-07-19,googleadwords_int,654635500,mock_campaign_67ff1f36,MU,101,2,0,0.01,0.0,0.0,0.0,-0.01,0.0,,,1.98
2026-07-19,googleadwords_int,654635500,mock_campaign_67ff1f36,MK,17,1,2,0.01,0.07,0.0,0.07,0.06,836.42,0.0,0.03,5.88
2026-07-19,googleadwords_int,654635500,mock_campaign_67ff1f36,FJ,133,2,1,0.01,0.02,0.0,0.02,0.01,264.01,0.01,0.02,1.5
2026-07-19,googleadwords_int,180761354,mock_campaign_07fb7039,JO,30,3,1,0.01,0.0,0.0,0.0,0.0,50.04,0.01,0.0,10.0
2026-07-19,googleadwords_int,998337322,mock_campaign_fe944d1c,NO,122,1,0,0.01,0.0,0.0,0.0,-0.01,0.0,,,0.82
2026-07-19,googleadwords_int,180761354,mock_campaign_07fb7039,GM,33,1,3,0.01,0.1,0.0,0.1,0.09,1257.11,0.0,0.03,3.03
2026-07-19,googleadwords_int,654635500,mock_campaign_67ff1f36,ZA,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,other,,,RU,0,0,0,0.0,1.4,0.0,1.4,1.4,,,,
2026-07-19,other,,,UA,0,0,0,0.0,0.6,0.0,0.6,0.6,,,,
2026-07-19,googleadwords_int,,,FR,0,0,0,0.0,0.06,0.0,0.06,0.06,,,,
2026-07-19,unknown,,,RO,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,googleadwords_int,660741874,mock_campaign_7e7497dd,KW,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2026-07-19,googleadwords_int,998337322,mock_campaign_fe944d1c,CM,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,unknown,,,GH,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,googleadwords_int,,,TH,0,0,0,0.0,0.01,0.0,0.01,0.01,,,,
2026-07-19,googleadwords_int,180761354,mock_campaign_07fb7039,CG,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2026-07-19,other,,,SA,0,0,17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,,,OM,0,0,0,0.0,0.02,0.0,0.02,0.02,,,,
2026-07-19,googleadwords_int,660741874,mock_campaign_7e7497dd,IT,3,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2026-07-19,googleadwords_int,369626124,mock_campaign_617ec63b,GE,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2026-07-19,googleadwords_int,434877610,mock_campaign_0dfbbe6f,US,0,0,1,0.0,0.03,0.0,0.03,0.03,,0.0,0.03,
2026-07-19,googleadwords_int,280939212,mock_campaign_45884f7b,PK,0,0,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,262368493,mock_campaign_c13d8f45,CR,0,0,13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,562523633,,ZM,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,unknown,,,MX,0,0,0,0.0,0.07,0.0,0.07,0.07,,,,
2026-07-19,googleadwords_int,,,AU,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,,,ZM,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,other,,,MA,0,0,0,0.0,0.03,0.0,0.03,0.03,,,,
2026-07-19,googleadwords_int,,,LK,0,0,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,180761354,mock_campaign_07fb7039,TG,2,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2026-07-19,googleadwords_int,324659865,,PK,0,0,0,0.0,0.02,0.0,0.02,0.02,,,,
2026-07-19,googleadwords_int,792104306,,ZA,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,googleadwords_int,833789410,,UG,0,0,0,0.0,0.02,0.0,0.02,0.02,,,,
2026-07-19,googleadwords_int,161694703,,PT,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,googleadwords_int,448176306,,CA,0,0,0,0.0,0.0,21.8,21.8,21.8,,,,
2026-07-19,other,,,DZ,0,0,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,972671114,mock_campaign_9911559c,PH,0,0,1,0.0,0.02,0.0,0.02,0.02,,0.0,0.02,
2026-07-19,googleadwords_int,972671114,mock_campaign_9911559c,AF,0,0,1,0.0,0.01,0.0,0.01,0.01,,0.0,0.01,
2026-07-19,other,,,LK,0,0,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,other,,,TN,0,0,0,0.0,0.02,0.0,0.02,0.02,,,,
2026-07-19,googleadwords_int,792104306,mock_campaign_6fcee95d,SK,6,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2026-07-19,googleadwords_int,161694703,mock_campaign_2c0c0430,LA,0,0,1,0.0,0.05,0.0,0.05,0.05,,0.0,0.05,
2026-07-19,googleadwords_int,429833705,,ZM,0,0,0,0.0,0.01,0.0,0.01,0.01,,,,
2026-07-19,unknown,,,OM,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,unknown,,,SA,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,googleadwords_int,261307969,,CA,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,googleadwords_int,792104306,mock_campaign_6fcee95d,US,0,0,6,0.0,0.03,0.0,0.03,0.03,,0.0,0.0,
2026-07-19,googleadwords_int,998337322,mock_campaign_fe944d1c,GA,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,199581943,,IN,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,googleadwords_int,622845378,,GB,0,0,0,0.0,0.08,0.0,0.08,0.08,,,,
2026-07-19,other,,,AZ,0,0,39,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,654635500,mock_campaign_67ff1f36,AL,21,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2026-07-19,googleadwords_int,510225620,mock_campaign_10287894,AE,0,0,3,0.0,0.03,0.0,0.03,0.03,,0.0,0.01,
2026-07-19,googleadwords_int,833789410,,US,0,0,0,0.0,0.0,6.36,6.36,6.36,,,,
2026-07-19,other,,,FR,0,0,10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,other,,,UZ,0,0,0,0.0,0.01,0.0,0.01,0.01,,,,
2026-07-19,googleadwords_int,161694703,mock_campaign_2c0c0430,JO,0,0,1,0.0,0.06,0.0,0.06,0.06,,0.0,0.06,
2026-07-19,googleadwords_int,161694703,mock_campaign_2c0c0430,MA,0,0,1,0.0,0.01,0.0,0.01,0.01,,0.0,0.01,
2026-07-19,googleadwords_int,833789410,,GR,0,0,0,0.0,0.05,0.0,0.05,0.05,,,,
2026-07-19,other,,,AR,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,,,CR,0,0,77,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,other,,,IE,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,833789410,,RO,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,googleadwords_int,998337322,,ID,0,0,0,0.0,0.11,0.0,0.11,0.11,,,,
2026-07-19,googleadwords_int,,,KE,0,0,0,0.0,0.01,0.0,0.01,0.01,,,,
2026-07-19,other,,,CG,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,180761354,mock_campaign_07fb7039,RW,0,0,1,0.0,0.03,0.0,0.03,0.03,,0.0,0.03,
2026-07-19,googleadwords_int,261307969,,GB,0,0,0,0.0,0.28,0.0,0.28,0.28,,,,
2026-07-19,googleadwords_int,429833705,,PE,0,0,0,0.0,0.01,24.01,24.02,24.02,,,,
2026-07-19,googleadwords_int,258346999,mock_campaign_8ba2a925,NO,2,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2026-07-19,googleadwords_int,998337322,mock_campaign_fe944d1c,TM,0,0,0,0.0,0.01,0.0,0.01,0.01,,,,
2026-07-19,other,,,RO,0,0,0,0.0,0.07,0.0,0.07,0.07,,,,
2026-07-19,googleadwords_int,654635500,mock_campaign_67ff1f36,BA,6,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2026-07-19,googleadwords_int,972671114,mock_campaign_9911559c,PK,0,0,1,0.0,0.15,0.0,0.15,0.15,,0.0,0.15,
2026-07-19,other,,,TZ,0,0,0,0.0,0.01,0.0,0.01,0.01,,,,
2026-07-19,unknown,,,ZA,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,unknown,,,CA,0,0,0,0.0,0.0,2.08,2.08,2.08,,,,
2026-07-19,other,,,HU,0,0,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,other,,,GA,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,,,ZA,0,0,105,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,974591165,mock_campaign_674dbd59,UZ,22,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2026-07-19,googleadwords_int,974591165,mock_campaign_674dbd59,EC,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2026-07-19,googleadwords_int,792104306,mock_campaign_6fcee95d,HR,32,0,1,0.0,0.09,0.0,0.09,0.09,180248.68,0.0,0.09,0.0
2026-07-19,googleadwords_int,261307969,,AU,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,googleadwords_int,788967442,mock_campaign_475f8981,O1,28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2026-07-19,googleadwords_int,834117318,mock_campaign_ae804aae,MU,0,0,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,other,,,HU,0,0,0,0.0,0.22,0.0,0.22,0.22,,,,
2026-07-19,unknown,,,AE,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,other,,,BD,0,0,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,unknown,,,ID,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,googleadwords_int,660741874,mock_campaign_7e7497dd,QA,83,0,1,0.0,0.01,0.0,0.01,0.01,,0.0,0.01,0.0
2026-07-19,googleadwords_int,161694703,,PY,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,googleadwords_int,262368493,,NG,0,0,0,0.0,0.05,0.0,0.05,0.05,,,,
2026-07-19,googleadwords_int,833789410,,TH,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,unknown,,,SV,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,unknown,,,BD,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,other,,,RU,0,0,781,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,other,,,GR,0,0,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,525989111,mock_campaign_c82cc8f4,TT,6,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2026-07-19,googleadwords_int,525989111,mock_campaign_c82cc8f4,DO,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2026-07-19,googleadwords_int,998337322,,KE,0,0,0,0.0,0.08,0.0,0.08,0.08,,,,
2026-07-19,googleadwords_int,161694703,,CD,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,other,,,FI,0,0,0,0.0,0.01,0.0,0.01,0.01,,,,
2026-07-19,googleadwords_int,525989111,mock_campaign_c82cc8f4,RW,7,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2026-07-19,googleadwords_int,788967442,,LK,0,0,0,0.0,0.01,0.0,0.01,0.01,,,,
2026-07-19,googleadwords_int,161694703,,BJ,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,other,,,FR,0,0,0,0.0,0.72,0.0,0.72,0.72,,,,
2026-07-19,googleadwords_int,728115589,,GH,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,other,,,ZM,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,,,ID,0,0,0,0.0,0.21,0.0,0.21,0.21,,,,
2026-07-19,other,,,CA,0,0,0,0.0,0.69,0.0,0.69,0.69,,,,
2026-07-19,googleadwords_int,,,IN,0,0,0,0.0,0.03,0.0,0.03,0.03,,,,
2026-07-19,googleadwords_int,660741874,mock_campaign_7e7497dd,PL,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2026-07-19,googleadwords_int,654635500,mock_campaign_67ff1f36,LR,53,1,5,0.0,0.07,0.0,0.07,0.07,1512.14,0.0,0.01,1.89
2026-07-19,googleadwords_int,161694703,mock_campaign_2c0c0430,SY,0,0,6,0.0,0.03,0.0,0.03,0.03,,0.0,0.01,
2026-07-19,googleadwords_int,998337322,mock_campaign_fe944d1c,UG,0,0,2,0.0,0.01,0.0,0.01,0.01,,0.0,0.01,
2026-07-19,googleadwords_int,612287821,,PK,0,0,0,0.0,0.01,0.0,0.01,0.01,,,,
2026-07-19,googleadwords_int,574617314,,ZA,0,0,0,0.0,0.02,0.0,0.02,0.02,,,,
2026-07-19,googleadwords_int,968884154,,DE,0,0,0,0.0,0.02,0.0,0.02,0.02,,,,
2026-07-19,googleadwords_int,,,SA,0,0,11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,369626124,mock_campaign_617ec63b,MT,2,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2026-07-19,googleadwords_int,525989111,mock_campaign_c82cc8f4,FJ,3,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2026-07-19,googleadwords_int,998337322,mock_campaign_fe944d1c,SY,0,0,7,0.0,0.05,0.0,0.05,0.05,,0.0,0.01,
2026-07-19,googleadwords_int,,,MV,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,,,NP,0,0,0,0.0,0.01,0.0,0.01,0.01,,,,
2026-07-19,googleadwords_int,,,SV,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,199581943,,EG,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,googleadwords_int,148918961,mock_campaign_993fe179,SA,0,0,1,0.0,0.02,0.0,0.02,0.02,,0.0,0.02,
2026-07-19,googleadwords_int,432166127,mock_campaign_f8b84857,GA,0,0,1,0.0,0.03,0.0,0.03,0.03,,0.0,0.03,
2026-07-19,googleadwords_int,429833705,,ZW,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,googleadwords_int,833789410,,ML,0,0,0,0.0,0.02,0.0,0.02,0.02,,,,
2026-07-19,other,,,AT,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,unknown,,,IN,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,other,,,GY,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,other,,,KR,0,0,0,0.0,0.12,0.0,0.12,0.12,,,,
2026-07-19,googleadwords_int,654635500,mock_campaign_67ff1f36,DO,14,0,1,0.0,0.01,0.0,0.01,0.01,1179.21,0.0,0.01,0.0
2026-07-19,other,,,MA,0,0,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,998337322,,PH,0,0,0,0.0,0.12,41.36,41.49,41.49,,,,
2026-07-19,unknown,,,CR,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,googleadwords_int,654635500,mock_campaign_67ff1f36,UY,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2026-07-19,googleadwords_int,525989111,mock_campaign_c82cc8f4,LK,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2026-07-19,googleadwords_int,510225620,mock_campaign_10287894,PL,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,,,BD,0,0,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,other,,,VE,0,0,0,0.0,0.02,0.0,0.02,0.02,,,,
2026-07-19,googleadwords_int,369626124,mock_campaign_617ec63b,IT,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2026-07-19,googleadwords_int,833789410,,GM,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,other,,,LT,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,other,,,EE,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,googleadwords_int,792104306,mock_campaign_6fcee95d,GR,55,0,1,0.0,0.01,0.0,0.01,0.01,6746.41,0.0,0.01,0.0
2026-07-19,googleadwords_int,900383572,mock_campaign_45368c6d,ES,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,574617314,,ZM,0,0,0,0.0,0.05,0.0,0.05,0.05,,,,
2026-07-19,googleadwords_int,833789410,,BR,0,0,0,0.0,0.06,0.0,0.06,0.06,,,,
2026-07-19,other,,,BY,0,0,52,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,unknown,,,JO,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,googleadwords_int,974591165,mock_campaign_674dbd59,CA,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,998337322,,LK,0,0,0,0.0,0.02,0.0,0.02,0.02,,,,
2026-07-19,other,,,CU,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,,,NG,0,0,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,other,,,AU,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,googleadwords_int,,,CL,0,0,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,571438578,mock_campaign_756e1c81,O1,4,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2026-07-19,googleadwords_int,998337322,,PE,0,0,0,0.0,0.01,0.0,0.01,0.01,,,,
2026-07-19,unknown,,,MX,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,other,,,BF,0,0,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,other,,,BD,0,0,0,0.0,0.08,0.0,0.08,0.08,,,,
2026-07-19,googleadwords_int,,,MU,0,0,20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,other,,,UZ,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,,,MY,0,0,0,0.0,0.01,0.0,0.01,0.01,,,,
2026-07-19,googleadwords_int,,,RO,0,0,43,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,other,,,BE,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,other,,,OM,0,0,0,0.0,0.14,0.0,0.14,0.14,,,,
2026-07-19,googleadwords_int,,,KH,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,other,,,QA,0,0,0,0.0,0.01,0.0,0.01,0.01,,,,
2026-07-19,unknown,,,ZM,0,0,0,0.0,0.02,0.0,0.02,0.02,,,,
2026-07-19,googleadwords_int,258346999,mock_campaign_8ba2a925,O1,5,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2026-07-19,googleadwords_int,998337322,mock_campaign_fe944d1c,GB,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,833789410,,TN,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,unknown,,,US,0,0,0,0.0,1.39,0.0,1.39,1.39,,,,
2026-07-19,googleadwords_int,792104306,mock_campaign_6fcee95d,TW,40,0,1,0.0,0.02,0.0,0.02,0.02,,0.0,0.02,0.0
2026-07-19,googleadwords_int,510225620,mock_campaign_10287894,SA,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,140410898,mock_campaign_a2e93e84,IN,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,140410898,mock_campaign_a2e93e84,PK,0,0,1,0.0,0.02,0.0,0.02,0.02,,0.0,0.02,
2026-07-19,other,,,QA,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,833789410,,MY,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,other,,,SY,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,525989111,mock_campaign_c82cc8f4,PE,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2026-07-19,googleadwords_int,792104306,mock_campaign_6fcee95d,GL,2,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2026-07-19,googleadwords_int,833789410,,HK,0,0,0,0.0,0.1,0.0,0.1,0.1,,,,
2026-07-19,unknown,,,TR,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,other,,,BE,0,0,0,0.0,0.03,0.0,0.03,0.03,,,,
2026-07-19,other,,,GB,0,0,0,0.0,1.33,0.0,1.33,1.33,,,,
2026-07-19,other,,,MX,0,0,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,unknown,,,AR,0,0,0,0.0,0.0,0.92,0.92,0.92,,,,
2026-07-19,other,,,NA,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,other,,,ZA,0,0,661,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,590094865,mock_campaign_23f341fc,EC,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2026-07-19,googleadwords_int,611748075,mock_campaign_628993e1,O1,15,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2026-07-19,googleadwords_int,510225620,mock_campaign_10287894,BH,0,0,1,0.0,0.01,0.0,0.01,0.01,,0.0,0.01,
2026-07-19,googleadwords_int,833789410,,EE,0,0,0,0.0,0.06,0.0,0.06,0.06,,,,
2026-07-19,googleadwords_int,542533692,,IN,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,googleadwords_int,,,IN,0,0,12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,googleadwords_int,148918961,,AE,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,googleadwords_int,974591165,mock_campaign_674dbd59,TG,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2026-07-19,googleadwords_int,998337322,mock_campaign_fe944d1c,IR,0,0,1,0.0,0.01,0.0,0.01,0.01,,0.0,0.01,
2026-07-19,googleadwords_int,833789410,,DZ,0,0,0,0.0,0.01,0.0,0.01,0.01,,,,
2026-07-19,googleadwords_int,998337322,,MX,0,0,0,0.0,0.11,0.0,0.11,0.11,,,,
2026-07-19,googleadwords_int,998337322,,CR,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
2026-07-19,other,,,BY,0,0,0,0.0,0.11,0.0,0.11,0.11,,,,
2026-07-19,unknown,,,ZW,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2026-07-19,other,,,IE,0,0,0,0.0,0.12,0.0,0.12,0.12,,,,
2026-07-19,other,,,GE,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,
